number,weibo_text,tokenized_text,opposite_sex_social_avoidance_1,opposite_sex_social_avoidance_2,opposite_sex_social_avoidance
399,咱溯溪姐真跟磕了药一样这一天天的舆情观察是根本没有的一天到晚随心所欲嘴上厌男实际上最会转移矛盾指责女的本来高老庄里找的男友你就该稍微藏一藏吧,咱溯/溪姐/真/磕/药/一天天/舆情/观察/根本/没有/一天到晚/随心所欲/嘴上/厌/实际上/最会/转移/矛盾/指责/女/本来/高老庄/找/男友/稍微/藏/一藏,1,1,1
400,你们没朋友圈的是都把我分组了吗，我现在特别恐男,没/朋友圈/分组/特别/恐男,2,1,1.5
401,从十七八岁的时候就一直听说“25岁是人生的一个分水岭”这下真的迎来了人生的分水岭去年生日的时候想起23岁距离30岁和18岁一样遥远，我才意识到，我的23岁也已经远去了那天和妈妈一起在电脑前看小时侯去旅游的照片，一对比才意识到父母真的老了很多但是在我心里妈妈好像还一直是四十岁左右的模样有的时候我经常会想，要是我到了妈妈现在这个年纪，我会变成什么样子。我不敢想，好害怕自己变老，更想到自己五十岁的时候，父母已经七十多的那种恐惧。十二三岁的青春期总觉得二十五岁已经是个厉害的大人了，会有自己的家庭，直到真正到了小时候幻想的美好年纪才发现也没有那么美好，没有像小时候想象的那么厉害，也没有成家，甚至开始恐婚恐男恐老，也不会像以前那样拥有美好的幻想了。好像一切也不过如此,十七八岁/一直/听说/25/岁/人生/分水岭/这下/迎来/人生/分水岭/去年/生日/想起/23/岁/距离/30/岁/18/岁/遥远/意识/23/岁/远去/那天/妈妈/一起/电脑前/小时/侯去/旅游/照片/比才/意识/父母/老/很多/心里/妈妈/一直/四十岁/左右/模样/经常/想要/妈妈/年纪/我会/变成/样子/不敢/害怕/变老/更/想到/五十岁/父母/七十多/恐惧/十二三岁/青春期/总/二十五岁/厉害/大人/家庭/真正/小时候/幻想/美好/年纪/发现/没有/美好/没有/小时候/想象/厉害/没有/成家/恐婚/恐男恐/老/不会/以前/拥有/美好/幻想/不过如此,2,1,1.5
402,我真的会恐男，一个些又油腻又普信的老男人，真以为自己很有魅力吗上来就问美女你有没有对象啊走啊跟我一起吃饭喝酒啊？妈的你活这么大没见过女人是吧，能不能尊重女性啊？,会恐/油腻/普信/老/男人/真/魅力/问/美女/有没有/对象/走/一起/吃饭/喝酒/妈/活/没见/女人/不能/尊重/女性,3,3,3
403,我只能说rap是男人最好的医美平时多普的男人一唱rap就开始喊他帅但想想这种男人背地里有多丑有多邋遢我就想呕果然我就是厌男的命,只能/rap/男人/最好/医美/平时/多普/男人/一唱/rap/喊/他帅/想想/这种/男人/背地里/多丑/邋遢/厌/命,2,1,1.5
404,今日小插曲：厌男症犯的太彻底了（白瞎了我这么多天没说脏话略略略/白眼,今日/插曲/厌男症/犯/太/彻底/白/瞎/多天/没说/脏话/略略/略/白眼,2,1,1.5
405,仇富又恐男，但是个看完越来越爱老公酱的好女孩。,仇富/恐/看完/越来越/爱/老公/酱/女孩,1,1,1
406,天呐怎么会有这么菜还自信满满的男的啊？夸你两句那是恭维你还真当自己全世界最帅最厉害了哇我一个恐男癌晚期患者罢了,天呐/菜/自信/满满的/夸/两句/恭维/真当/全世界/最帅/厉害/恐男癌/晚期/患者,3,3,3
407,果然近期厌男情绪达到巅峰是合理的。。男的都这么贱的吗。。。喜欢对前任的朋友下手,近期/厌/情绪/达到/巅峰/合理/贱/喜欢/前任/朋友/下手,3,1,2
408,既然说到恐男，就不得不说今天我和??走在路上说话，正聊到兴高采烈之处，突然一个男的拿着皱巴巴的传单过来问我俩需不需要了解健身，直接给我俩吓得抖了三抖（没错就是被吓抖了）。连忙摆手拒绝，到公交车站，??想去买个水，发现自动贩卖机前站着两男的，她竟然说等人走了她再过去，结局当然就是没水喝啦,恐/不得不/今天/走/路上/说话/正/聊到/兴高采烈/之处/突然/皱巴巴/传单/过来/问/我俩/需不需要/了解/健身/直接/我俩/抖/三抖/没错/抖/连忙/摆手/拒绝/公交车站/想去/买个/水/发现/自动/贩卖机/前站/两/竟然/走/过去/没水/喝,3,4,3.5
409,地铁硬生生把我逼成了恐男，职场硬生生把我逼成了忍者，还好有小陆让我还可以做自己,地铁/硬生生/逼成/恐/职场/硬生生/逼成/忍者/还好/小陆/做,2,2,2
410,我会预防性拉黑或移粉，男的请不要私信我，我恐男厌男，看见你我恶心，放我一马。,我会/预防性/拉/黑/移粉/请/不要/私信/恐/男厌/看见/恶心/放/一马,4,4,4
411,很想吐槽的一个点，本人恐男+社恐所以基本上眼神对视上就会闪躲，并不是你以为的害羞,吐/槽/一个点/恐男/社恐/基本上/眼神/对视/闪躲/害羞,3,2,2.5
412,每天都会有那么几个男的让人把厌男的情绪推到极致还蛮可怜那种正常男的跟这种哈皮一个类别,每天/厌/情绪/推到/极致/蛮/可怜/正常/这种/哈皮/类别,2,3,2.5
413,谁能想到因为这短短的大半年我开始极度恐男呢一些所谓的正义的普男真的功不可没,想到/短短的/大半年/极度/恐男/所谓/正义/普男/功不可没,2,3,2.5
414,恐男在这一刻达到了顶峰真的是一和男的说话就只会玛卡巴卡但是为什么面试官基本全是男的我哭ps.我爱麻辣拌嘿嘿嘿,恐男/一刻/达到/顶峰/说话/只会玛/卡巴/卡/面试官/基本/全是/哭/ps/爱/麻辣/拌/嘿嘿嘿,2,2,2
415,真的不是我厌男，有些男的是真的不知道自己有多讨厌。,我厌/不/知道/讨厌,3,3,3
416,终于知道自己为啥单身到现在。因为宇直吧。别人撩不动，自己不会撩，甚至别人撩没撩也不知道。暧昧更没戏，暧昧没出现之前就喂了——嗷呜。加上还有点厌男，应该是无法结婚的人了。有点惨是怎么回事。寡人说多了，就真成了孤家寡人。嗯就抱抱自己吧。,终于/知道/为啥/单身/宇直/撩/不动/不会/撩/撩/没/撩/不/知道/暧昧/更/没戏/暧昧/没/出现/之前/嗷/加上/厌/应该/无法/结婚的人/惨是/怎么回事/寡人/真成了/孤家寡人/抱抱,2,3,2.5
417,吴夏帆是抖音里最会拍言情的看她的视频真的会狠狠的想谈恋爱啊啊啊啊但是一到微博看到有些新闻又恐男了……我还是喜欢纸片人算了,吴夏帆/抖/音里/最会/拍/言情/视频/狠狠/谈恋爱/一到/微博/看到/新闻/恐/喜欢/纸片/算了,1,1,1
418,做了个梦…梦里遇见一个男的，本着礼貌和好心的原则给他的小宠物送了一些饲料，结果这个男的误以为我喜欢他，一直说着莫须有的话。感觉耳朵受到了污染，于是我选择了离开。在我想要摆脱他回家的时候，我不知道他尾随我，而且还在我不知情的情况下进了我家，当我发现后立马将他赶出去，一个女生用尽全身力气好不容易将他推出去，锁上门，结果他跟发疯了一样再次用他肥胖的身子撞击我家的门，说让我跟他说清楚，到底跟他过不过…在梦里意识到自己不单单是被?骚扰这么简单，遇上精神不正常喜欢臆想的男人更可怕，我压根没有对他表现出任何喜欢，这个大叔年纪的恶臭男真的让一个女大学生害怕。最后他撞门的力度越来越大，门框侧面几乎都要撞裂开了，我吓得让我弟马上打110……这时候门框已经要被他撞开了，我惶恐不安，一边用身躯堵住门一边用眼睛胡乱地看着周围有无防身的东西，直到我看到一把水果刀放在桌子上……梦到这里就结束了。在梦里，我是非常绝望的，因为这个男人真的很可怕，像一只失控的狮子。我可能会在他把门撞开，警察没来之前用水果刀防身，这难免保证不了我会做些什么出格的事情来，但是已经无所谓了，如果换做在现实中，我估计也会这样做。突然发现，不管是现实还是梦境，都会让我遇见不正常的男性，让刚开始满心期待甜蜜恋爱的小女生变得开始厌男，当然不是指所有男性，只是一系列的经历加起来，感觉我的运气未免也太差劲了…,做/梦梦/遇见/礼貌/好心/原则/宠物/送/饲料/误以为/喜欢/一直/莫须有/耳朵/污染/选择/离开/想要/摆脱/回家/不/知道/尾随/不知情/情况/下进/家当/发现/立马/赶出去/女生/用尽/全身/力气/好不容易/推出/锁上/门/发疯/再次/肥胖/身子/撞击/我家/门/清楚/到底/梦里/意识/不单单是/骚扰/简单/遇上/精神/不/正常/喜欢/臆想/男人/更/可怕/压根/没有/表现/出/喜欢/大叔/年纪/恶臭/女/大学生/害怕/最后/撞/门/力度/越来越/门框/侧面/几乎/撞/裂开/我弟/马上/110/这时候/门框/撞开/惶恐不安/一边/身躯/堵住/门/一边/眼睛/胡乱/看着/周围/有无/防身/东西/看到/一把/水果刀/放在/桌子/上梦到/结束/梦里/非常/绝望/男人/可怕/一只/失控/狮子/把门/撞开/警察/没来/之前/水果刀/防身/难免/保证/不了/我会/做些/出格/事情/无所谓/换/做/现实/中/估计/做/突然/发现/现实/梦境/遇见/不/正常/男性/刚/满心/期待/甜蜜/恋爱/小女生/变得/厌/指/男性/一系列/经历/加/起来/运气/未免/太/差劲,3,1,2
419,其实我真的不太喜欢和不大熟的男的聊天我本来厌男情绪就比较重这哥们到底为啥隔一段时间就要找我聊天….也没办法说人家什么就是给我发个猫猫视频大兄弟还在喂流浪猫说白了可能人不坏给我硬生生卡住,不太/喜欢/不大/熟/聊天/本来/厌/情绪/比较/重/哥们/到底/为啥/隔/一段时间/天/没/办法/给我发/猫猫/视频/兄弟/流浪/猫/说白了/不坏/硬生生/卡住,3,3,3
420,最近①对工作还有躺平有了新的定义②晚上吃火锅的路上去买了臭豆腐在店里遇到男的过来调侃我又日常怼男刚刚吃完火锅回家路上看到两个七八岁模样的男女孩子在打闹玩耍男的那个出手之重呐?我日常恐男日常厌男,最近/工作/躺平/新/定义/吃火锅/路上/买/臭豆腐/店里/遇到/过来/调侃/日常/怼/刚刚/吃/完/火锅/回家路上/看到/七八岁/模样/男女/孩子/打闹/玩耍/出手/之重/呐/日常/恐男/日常/厌,3,1,2
421,一看甜剧就想恋爱一看家庭剧就厌男嗯还是综艺最快乐,一看/甜剧/恋爱/一看/家庭/剧/厌/综艺/快乐,1,1,1
422,今天在看pyq和空间的时候发现好多人上大学以后都找到自己的crush。有时候在想谈恋爱真的是那么重要的事么，为什么我越大会越厌男,今天/pyq/空间/发现/好多/人上/大学/以后/找到/crush/有时候/谈恋爱/重要/事/我越/大会/越厌,1,3,2
423,今日厌男?多大了都还搞不好卫生习惯吗踩到我的雷区真的好容易生气,今日/厌男多/搞不好/卫生习惯/踩到/雷区/好容易/生气,3,1,2
424,这辈子再也不会看伟大浪漫姐写的屎再也不会听又婴又姨的鲤子哥配的剧，什么玩意啊坚持不下去了我彻底认输哪天要是恐男同文/剧这两位功不可没[丰收了],这辈子/再也不会/伟大/浪漫/姐写/屎/再也不会/听/婴/姨/鲤子/哥配/剧/玩意/坚持不下/彻底/认输/恐男同/文剧/两位/功不可没,1,1,1
425,一把子厌男的同时又喜欢看那些真的很甜的情侣们的互动美好的爱情真的有轮不到我而已,一把子/厌/喜欢/很甜/情侣/互动/美好/爱情/轮不到,3,1,2
426,我求求1??击滚出我的首页。我真的厌丑厌男宁厌喜欢生小孩结婚劳务忙内除外,求求/击/滚出/首页/厌丑/厌/男宁厌/喜欢/生小孩/结婚/劳务/忙,2,1,1.5
427,中元节健身后去看“我经过风暴”，半夜两个人包场的电影，恐男情绪再次上升↑下定决心好好健身，好好练车??PS.改天再跟男朋友聊聊吧,中元节/健身/后去/风暴/半夜/包场/电影/恐男/情绪/再次/上升/下定决心/好好/健身/好好/练车/PS/改天/男朋友/聊聊吧,2,1,1.5
428,我感觉我现在社恐（恐男）越来越严重了今天找工作遇到的HR通过软件交换微信之后通过头像发现是位男士以至于现在还没通过好友申请逃避成了我解决问题的方式,社恐恐/越来越/严重/今天/找/工作/遇到/HR/软件/交换/微信/头像/发现/位/男士/没/好友/申请/逃避/成/解决问题/方式,2,2,2
429,本人厌男程度已经到了取关了几个追男星的博主额真的看不了一点男人,厌/程度/取/关了/追/男星/博主额/不了/一点/男人,2,1,1.5
430,对着厌男又渴男五个字笑了三分钟咋办，zng能不能抄点好的,对着/厌/渴/五个/字/笑/三分钟/咋办/zng/不能/抄点,2,1,1.5
431,今天和室友交流完恐男故事后我开始逛桃花手链了好好看好想买,今天/室友/交流/完恐/故事/逛/桃花/手链/好好/看好/想买,2,1,1.5
432,都好久没登小号了今天实在是气不顺世界上的好男人呢？正常男人呢？都灭绝了吗是真的生气了我擦活这么久第一次遇到那样一个装呗的男生真给我涨见识只能扣6（你是谁不说删了）是加的人多了？搞不灵清啦哈哈没事～笑笑就过去啦！明天就忘记掉咯才不会管这有的没的还有pp多么美好的一个女孩子哇为什么上天为什么要这么对她呀我真的好喜欢pp不想让她受伤不想被辜负怎么美好的女孩子都要被那么对待呢如果发生在我身上我该怎么办没法感同身受就是好心疼好心疼pp一定要熬过来呜呜所以爱情这个东西真的太泡沫了吧最近都要恐男啦向往归向往现实怎么就是这样子呢好啦难受归难受专业加油减肥加油！然后动力动力！开开心心过五一！天天开心好好生活（一码归一码）,好久没/登/小号/今天/实在/气/不顺/世界/男人/正常/男人/灭绝/生气/擦/活/这么久/第一次/遇到/装/男生/真给/涨/见识/只能/扣/不/删了/加/搞/不灵/清/没事/笑笑/过去/明天/忘记掉/咯才/不会/没/pp/美好/女孩子/上天/喜欢/pp/不想/受伤/不想/辜负/美好/女孩子/发生/身上/我该/没法/感同身受/心疼/心疼/pp/熬过来/呜呜/爱情/东西/太/泡沫/最近/恐/向往/向往/现实/样子/难受/难受/专业/加油/减肥/加油/动力/动力/开开心心/五一/天天开心/好好/生活/一码/一码,2,3,2.5
